日期,地理位置,观看次数
2024-07,DZ,0
2024-08,DZ,0
2024-09,DZ,0
2024-10,DZ,0
2024-11,DZ,0
2024-12,DZ,0
2025-01,DZ,0
2025-02,DZ,0
2025-03,DZ,0
2025-04,DZ,0
2025-05,DZ,0
2025-06,DZ,0
2025-07,DZ,0
2025-08,DZ,0
2025-09,DZ,0
2025-10,DZ,0
2025-11,DZ,0
2025-12,DZ,0
2026-01,DZ,0
2026-02,DZ,0
2026-03,DZ,0
2026-04,DZ,0
2026-05,DZ,0
2026-06,DZ,0
2026-07,DZ,0
2026-08,DZ,0
2014-12,EC,0
2015-01,EC,0
2015-02,EC,0
2015-03,EC,0
2015-04,EC,33
2015-05,EC,0
2015-06,EC,0
2015-07,EC,0
2015-08,EC,0
2015-09,EC,0
2015-10,EC,0
2015-11,EC,0
2015-12,EC,0
2016-01,EC,0
2016-02,EC,0
2016-03,EC,0
2016-04,EC,0
2016-05,EC,0
2016-06,EC,0
2016-07,EC,13
2016-08,EC,28
2016-09,EC,0
2016-10,EC,10
2016-11,EC,0
2016-12,EC,46
2017-01,EC,0
2017-02,EC,10
2017-03,EC,133
2017-04,EC,14
2017-05,EC,0
2017-06,EC,13
2017-07,EC,10
2017-08,EC,38
2017-09,EC,0
2017-10,EC,0
2017-11,EC,0
2017-12,EC,25
2018-01,EC,0
2018-02,EC,0
2018-03,EC,0
2018-04,EC,0
2018-05,EC,0
2018-06,EC,0
2018-07,EC,0
2018-08,EC,0
2018-09,EC,0
2018-10,EC,0
2018-11,EC,0
2018-12,EC,0
2019-01,EC,0
2019-02,EC,0
2019-03,EC,0
2019-04,EC,0
2019-05,EC,0
2019-06,EC,0
2019-07,EC,0
2019-08,EC,0
2019-09,EC,0
2019-10,EC,0
2019-11,EC,0
2019-12,EC,0
2020-01,EC,0
2020-02,EC,0
2020-03,EC,0
2020-04,EC,0
2020-05,EC,0
2020-06,EC,0
2020-07,EC,0
2020-08,EC,0
2020-09,EC,0
2020-10,EC,28
2020-11,EC,0
2020-12,EC,0
2021-01,EC,0
2021-02,EC,0
2021-03,EC,0
2021-04,EC,0
2021-05,EC,0
2021-06,EC,0
2021-07,EC,0
2021-08,EC,0
2021-09,EC,0
2021-10,EC,0
2021-11,EC,0
2021-12,EC,0
2022-01,EC,0
2022-02,EC,0
2022-03,EC,0
2022-04,EC,0
2022-05,EC,0
2022-06,EC,0
2022-07,EC,0
2022-08,EC,0
2022-09,EC,0
2022-10,EC,0
2022-11,EC,0
2022-12,EC,0
2023-01,EC,0
2023-02,EC,0
2023-03,EC,0
2023-04,EC,0
2023-05,EC,0
2023-06,EC,0
2023-07,EC,0
2023-08,EC,0
2023-09,EC,0
2023-10,EC,0
2023-11,EC,0
2023-12,EC,0
2024-01,EC,0
2024-02,EC,0
2024-03,EC,0
2024-04,EC,0
2024-05,EC,0
2024-06,EC,0
2024-07,EC,0
2024-08,EC,0
2024-09,EC,0
2024-10,EC,0
2024-11,EC,0
2024-12,EC,0
2025-01,EC,0
2025-02,EC,0
2025-03,EC,0
2025-04,EC,0
2025-05,EC,0
2025-06,EC,0
2025-07,EC,0
2025-08,EC,0
2025-09,EC,0
2025-10,EC,0
2025-11,EC,0
2025-12,EC,0
2026-01,EC,0
2026-02,EC,0
2026-03,EC,0
2026-04,EC,0
2026-05,EC,0
2026-06,EC,0
2026-07,EC,0
2026-08,EC,0
2014-12,EE,0
2015-01,EE,0
2015-02,EE,0
2015-03,EE,0
2015-04,EE,0
2015-05,EE,0
2015-06,EE,0
2015-07,EE,0
2015-08,EE,10
2015-09,EE,0
2015-10,EE,0
2015-11,EE,0
2015-12,EE,0
2016-01,EE,0
2016-02,EE,0
2016-03,EE,0
2016-04,EE,0
2016-05,EE,0
2016-06,EE,0
2016-07,EE,0
2016-08,EE,0
2016-09,EE,0
2016-10,EE,0
2016-11,EE,0
2016-12,EE,0
2017-01,EE,0
2017-02,EE,0
2017-03,EE,0
2017-04,EE,0
2017-05,EE,0
2017-06,EE,10
2017-07,EE,0
2017-08,EE,0
2017-09,EE,0
2017-10,EE,0
2017-11,EE,0
2017-12,EE,0
2018-01,EE,0
2018-02,EE,0
2018-03,EE,0
2018-04,EE,0
2018-05,EE,0
2018-06,EE,0
2018-07,EE,0
2018-08,EE,0
2018-09,EE,0
2018-10,EE,0
2018-11,EE,0
2018-12,EE,0
2019-01,EE,0
2019-02,EE,0
2019-03,EE,0
2019-04,EE,0
2019-05,EE,0
2019-06,EE,0
2019-07,EE,0
2019-08,EE,0
2019-09,EE,0
2019-10,EE,0
2019-11,EE,0
2019-12,EE,0
2020-01,EE,0
2020-02,EE,0
2020-03,EE,0
2020-04,EE,0
2020-05,EE,0
2020-06,EE,0
2020-07,EE,0
2020-08,EE,0
2020-09,EE,0
2020-10,EE,0
2020-11,EE,0
2020-12,EE,0
2021-01,EE,0
2021-02,EE,0
2021-03,EE,0
2021-04,EE,0
2021-05,EE,0
2021-06,EE,0
2021-07,EE,0
2021-08,EE,0
2021-09,EE,0
2021-10,EE,0
2021-11,EE,0
2021-12,EE,0
2022-01,EE,0
2022-02,EE,0
2022-03,EE,0
2022-04,EE,0
2022-05,EE,0
2022-06,EE,0
2022-07,EE,0
2022-08,EE,0
2022-09,EE,0
2022-10,EE,0
2022-11,EE,0
2022-12,EE,0
2023-01,EE,0
2023-02,EE,0
2023-03,EE,0
2023-04,EE,0
2023-05,EE,0
2023-06,EE,0
2023-07,EE,0
2023-08,EE,0
2023-09,EE,0
2023-10,EE,0
2023-11,EE,0
2023-12,EE,0
2024-01,EE,0
2024-02,EE,0
2024-03,EE,0
2024-04,EE,0
2024-05,EE,0
2024-06,EE,0
2024-07,EE,0
2024-08,EE,0
2024-09,EE,0
2024-10,EE,0
2024-11,EE,0
2024-12,EE,0
2025-01,EE,0
2025-02,EE,0
2025-03,EE,0
2025-04,EE,0
2025-05,EE,0
2025-06,EE,0
2025-07,EE,0
2025-08,EE,0
2025-09,EE,0
2025-10,EE,0
2025-11,EE,0
2025-12,EE,0
2026-01,EE,0
2026-02,EE,0
2026-03,EE,0
2026-04,EE,0
2026-05,EE,0
2026-06,EE,0
2026-07,EE,0
2026-08,EE,0
2014-12,EG,0
2015-01,EG,0
2015-02,EG,0
2015-03,EG,0
2015-04,EG,0
2015-05,EG,0
2015-06,EG,0
2015-07,EG,0
2015-08,EG,0
2015-09,EG,14
2015-10,EG,48
2015-11,EG,0
2015-12,EG,0
2016-01,EG,0
2016-02,EG,0
2016-03,EG,0
2016-04,EG,0
2016-05,EG,0
2016-06,EG,78
2016-07,EG,12
2016-08,EG,0
2016-09,EG,0
2016-10,EG,0
2016-11,EG,0
2016-12,EG,0
2017-01,EG,0
2017-02,EG,15
2017-03,EG,0
2017-04,EG,10
2017-05,EG,89
2017-06,EG,0
2017-07,EG,0
2017-08,EG,0
2017-09,EG,0
2017-10,EG,0
2017-11,EG,0
2017-12,EG,0
2018-01,EG,0
2018-02,EG,0
2018-03,EG,0
2018-04,EG,0
2018-05,EG,0
2018-06,EG,0
2018-07,EG,0
2018-08,EG,0
2018-09,EG,0
2018-10,EG,0
2018-11,EG,0
2018-12,EG,0
2019-01,EG,0
2019-02,EG,0
2019-03,EG,0
2019-04,EG,0
2019-05,EG,0
2019-06,EG,0
2019-07,EG,0
2019-08,EG,0
2019-09,EG,0
2019-10,EG,0
2019-11,EG,0
2019-12,EG,0
2020-01,EG,0
2020-02,EG,0
2020-03,EG,0
2020-04,EG,0
2020-05,EG,0
2020-06,EG,0
2020-07,EG,0
2020-08,EG,0
2020-09,EG,0
2020-10,EG,0
2020-11,EG,0
2020-12,EG,0
2021-01,EG,0
2021-02,EG,0
2021-03,EG,0
2021-04,EG,0
2021-05,EG,0
2021-06,EG,0
2021-07,EG,0
2021-08,EG,0
2021-09,EG,0
2021-10,EG,0
2021-11,EG,0
2021-12,EG,0
2022-01,EG,0
2022-02,EG,0
2022-03,EG,0
2022-04,EG,0
2022-05,EG,0
2022-06,EG,0
2022-07,EG,0
2022-08,EG,0
2022-09,EG,0
2022-10,EG,0
2022-11,EG,0
2022-12,EG,0
2023-01,EG,0
2023-02,EG,0
2023-03,EG,0
2023-04,EG,0
2023-05,EG,0
2023-06,EG,0
2023-07,EG,0
2023-08,EG,0
2023-09,EG,0
2023-10,EG,0
2023-11,EG,0
2023-12,EG,0
2024-01,EG,0
2024-02,EG,0
2024-03,EG,0
2024-04,EG,0
2024-05,EG,0
2024-06,EG,0
2024-07,EG,0
2024-08,EG,0
2024-09,EG,0
2024-10,EG,0
2024-11,EG,0
2024-12,EG,0
2025-01,EG,0
2025-02,EG,0
2025-03,EG,0
2025-04,EG,0
2025-05,EG,0
2025-06,EG,0
2025-07,EG,0
2025-08,EG,0
2025-09,EG,0
2025-10,EG,0
2025-11,EG,0
2025-12,EG,0
2026-01,EG,0
2026-02,EG,0
2026-03,EG,0
2026-04,EG,0
2026-05,EG,0
2026-06,EG,0
2026-07,EG,0
2026-08,EG,0
2014-12,ES,0
2015-01,ES,0
2015-02,ES,10
2015-03,ES,126
2015-04,ES,364
2015-05,ES,378
2015-06,ES,398
2015-07,ES,523
2015-08,ES,351
2015-09,ES,617
2015-10,ES,413
2015-11,ES,193
2015-12,ES,142
2016-01,ES,246
2016-02,ES,596
2016-03,ES,1176
2016-04,ES,804
2016-05,ES,700
2016-06,ES,415
2016-07,ES,382
2016-08,ES,752
2016-09,ES,573
2016-10,ES,564
2016-11,ES,525
2016-12,ES,476
2017-01,ES,730
2017-02,ES,365
2017-03,ES,294
2017-04,ES,337
2017-05,ES,314
2017-06,ES,277
2017-07,ES,398
2017-08,ES,472
2017-09,ES,277
2017-10,ES,122
2017-11,ES,201
2017-12,ES,102
2018-01,ES,109
2018-02,ES,101
2018-03,ES,107
2018-04,ES,110
2018-05,ES,48
2018-06,ES,41
2018-07,ES,76
2018-08,ES,109
2018-09,ES,106
2018-10,ES,104
2018-11,ES,54
2018-12,ES,45
2019-01,ES,0
2019-02,ES,0
2019-03,ES,21
2019-04,ES,10
2019-05,ES,0
2019-06,ES,0
2019-07,ES,0
2019-08,ES,0
2019-09,ES,0
2019-10,ES,10
2019-11,ES,10
2019-12,ES,11
2020-01,ES,14
2020-02,ES,0
2020-03,ES,41
2020-04,ES,10
2020-05,ES,0
2020-06,ES,0
2020-07,ES,14
2020-08,ES,17
2020-09,ES,0
2020-10,ES,0
2020-11,ES,0
2020-12,ES,0
2021-01,ES,0
2021-02,ES,0
2021-03,ES,0
2021-04,ES,10
2021-05,ES,0
2021-06,ES,35
2021-07,ES,38
2021-08,ES,0
2021-09,ES,0
2021-10,ES,0
2021-11,ES,0
2021-12,ES,0
2022-01,ES,0
2022-02,ES,0
2022-03,ES,0
2022-04,ES,0
2022-05,ES,0
2022-06,ES,0
2022-07,ES,0
2022-08,ES,0
2022-09,ES,0
2022-10,ES,0
2022-11,ES,0
2022-12,ES,0
2023-01,ES,0
2023-02,ES,0
2023-03,ES,0
2023-04,ES,10
2023-05,ES,0
2023-06,ES,0
2023-07,ES,0
2023-08,ES,0
2023-09,ES,0
2023-10,ES,0
2023-11,ES,0
2023-12,ES,0
2024-01,ES,0
2024-02,ES,0
2024-03,ES,0
2024-04,ES,0
2024-05,ES,0
2024-06,ES,0
2024-07,ES,0
2024-08,ES,0
2024-09,ES,0
2024-10,ES,0
2024-11,ES,0
2024-12,ES,0
2025-01,ES,0
2025-02,ES,0
2025-03,ES,0
2025-04,ES,0
2025-05,ES,0
2025-06,ES,0
2025-07,ES,0
2025-08,ES,0
2025-09,ES,0
2025-10,ES,0
2025-11,ES,0
2025-12,ES,0
2026-01,ES,0
2026-02,ES,0
2026-03,ES,0
2026-04,ES,0
2026-05,ES,0
2026-06,ES,0
2026-07,ES,0
2026-08,ES,0
2014-12,FI,0
2015-01,FI,0
2015-02,FI,0
2015-03,FI,41
2015-04,FI,77
2015-05,FI,34
2015-06,FI,63
2015-07,FI,10
2015-08,FI,12
2015-09,FI,0
2015-10,FI,32
2015-11,FI,10
2015-12,FI,22
2016-01,FI,11
2016-02,FI,34
2016-03,FI,11
2016-04,FI,23
2016-05,FI,24
2016-06,FI,36
2016-07,FI,13
2016-08,FI,65
2016-09,FI,138
2016-10,FI,75
2016-11,FI,268
2016-12,FI,0
2017-01,FI,10
2017-02,FI,0
2017-03,FI,27
2017-04,FI,0
2017-05,FI,11
2017-06,FI,12
2017-07,FI,0
2017-08,FI,12
2017-09,FI,0
2017-10,FI,22
2017-11,FI,0
2017-12,FI,0
2018-01,FI,0
2018-02,FI,0
2018-03,FI,0
2018-04,FI,0
2018-05,FI,0
2018-06,FI,12
2018-07,FI,0
2018-08,FI,0
2018-09,FI,0
2018-10,FI,0
2018-11,FI,0
2018-12,FI,0
2019-01,FI,0
2019-02,FI,0
2019-03,FI,0
2019-04,FI,0
2019-05,FI,0
2019-06,FI,0
2019-07,FI,0
2019-08,FI,0
2019-09,FI,0
2019-10,FI,0
2019-11,FI,0
2019-12,FI,0
2020-01,FI,0
2020-02,FI,0
2020-03,FI,0
2020-04,FI,0
2020-05,FI,0
2020-06,FI,0
2020-07,FI,0
2020-08,FI,0
2020-09,FI,0
2020-10,FI,0
2020-11,FI,0
2020-12,FI,0
2021-01,FI,0
2021-02,FI,0
2021-03,FI,0
2021-04,FI,0
2021-05,FI,0
2021-06,FI,0
2021-07,FI,0
2021-08,FI,0
2021-09,FI,0
2021-10,FI,0
2021-11,FI,0
2021-12,FI,0
2022-01,FI,0
2022-02,FI,0
2022-03,FI,0
2022-04,FI,0
2022-05,FI,0
2022-06,FI,0
2022-07,FI,0
2022-08,FI,0
2022-09,FI,0
2022-10,FI,0
2022-11,FI,0
2022-12,FI,0
2023-01,FI,0
2023-02,FI,0
2023-03,FI,0
2023-04,FI,0
2023-05,FI,0
2023-06,FI,0
2023-07,FI,0
2023-08,FI,0
2023-09,FI,0
2023-10,FI,0
2023-11,FI,0
2023-12,FI,0
2024-01,FI,0
2024-02,FI,0
2024-03,FI,0
2024-04,FI,0
2024-05,FI,0
2024-06,FI,0
2024-07,FI,0
2024-08,FI,0
2024-09,FI,0
2024-10,FI,0
2024-11,FI,0
2024-12,FI,0
2025-01,FI,0
2025-02,FI,0
2025-03,FI,0
2025-04,FI,0
2025-05,FI,0
2025-06,FI,0
2025-07,FI,0
2025-08,FI,0
2025-09,FI,0
2025-10,FI,0
2025-11,FI,0
2025-12,FI,0
2026-01,FI,0
2026-02,FI,0
2026-03,FI,0
2026-04,FI,0
2026-05,FI,0
2026-06,FI,0
2026-07,FI,0
2026-08,FI,0
2014-12,FR,0
2015-01,FR,0
2015-02,FR,11
2015-03,FR,439
2015-04,FR,731
2015-05,FR,819
2015-06,FR,891
2015-07,FR,1374
2015-08,FR,889
2015-09,FR,802
2015-10,FR,767
2015-11,FR,942
2015-12,FR,957
2016-01,FR,1154
2016-02,FR,1417
2016-03,FR,1048
2016-04,FR,1166
2016-05,FR,1723
2016-06,FR,1533
2016-07,FR,1781
2016-08,FR,1419
2016-09,FR,923
2016-10,FR,1061
2016-11,FR,1200
2016-12,FR,1320
2017-01,FR,1286
2017-02,FR,1657
2017-03,FR,1407
2017-04,FR,1923
2017-05,FR,1758
2017-06,FR,1531
2017-07,FR,1218
2017-08,FR,893
2017-09,FR,462
2017-10,FR,681
2017-11,FR,603
2017-12,FR,735
2018-01,FR,564
2018-02,FR,706
2018-03,FR,763
2018-04,FR,712
2018-05,FR,722
2018-06,FR,633
2018-07,FR,578
2018-08,FR,469
2018-09,FR,378
2018-10,FR,307
2018-11,FR,170
2018-12,FR,267
2019-01,FR,195
2019-02,FR,225
2019-03,FR,189
2019-04,FR,67
2019-05,FR,121
2019-06,FR,108
2019-07,FR,82
2019-08,FR,87
2019-09,FR,93
2019-10,FR,116
2019-11,FR,67
2019-12,FR,90
2020-01,FR,111
2020-02,FR,54
2020-03,FR,106
2020-04,FR,185
2020-05,FR,132
2020-06,FR,46
2020-07,FR,22
2020-08,FR,137
2020-09,FR,127
2020-10,FR,20
2020-11,FR,15
2020-12,FR,98
2021-01,FR,128
2021-02,FR,43
2021-03,FR,0
2021-04,FR,0
2021-05,FR,22
2021-06,FR,10
2021-07,FR,0
2021-08,FR,0
2021-09,FR,0
2021-10,FR,26
2021-11,FR,0
2021-12,FR,0
2022-01,FR,69
2022-02,FR,0
2022-03,FR,165
2022-04,FR,0
2022-05,FR,0
2022-06,FR,0
2022-07,FR,0
2022-08,FR,0
2022-09,FR,0
2022-10,FR,0
2022-11,FR,0
2022-12,FR,0
2023-01,FR,14
2023-02,FR,0
2023-03,FR,0
2023-04,FR,0
2023-05,FR,0
2023-06,FR,0
2023-07,FR,0
2023-08,FR,0
2023-09,FR,0
2023-10,FR,0
2023-11,FR,0
2023-12,FR,0
2024-01,FR,0
2024-02,FR,0
2024-03,FR,11
2024-04,FR,0
2024-05,FR,0
2024-06,FR,0
2024-07,FR,0
2024-08,FR,0
2024-09,FR,0
2024-10,FR,0
2024-11,FR,0
2024-12,FR,0
2025-01,FR,0
2025-02,FR,0
2025-03,FR,0
2025-04,FR,0
2025-05,FR,0
2025-06,FR,0
2025-07,FR,0
2025-08,FR,0
2025-09,FR,0
2025-10,FR,0
2025-11,FR,0
2025-12,FR,0
2026-01,FR,0
2026-02,FR,0
2026-03,FR,0
2026-04,FR,0
2026-05,FR,0
2026-06,FR,0
2026-07,FR,0
2026-08,FR,0
2014-12,GB,0
2015-01,GB,0
2015-02,GB,0
2015-03,GB,97
2015-04,GB,501
2015-05,GB,569
2015-06,GB,522
2015-07,GB,327
2015-08,GB,269
2015-09,GB,204
2015-10,GB,242
2015-11,GB,234
2015-12,GB,155
2016-01,GB,312
2016-02,GB,254
2016-03,GB,257
2016-04,GB,543
2016-05,GB,449
2016-06,GB,467
2016-07,GB,527
2016-08,GB,363
2016-09,GB,401
2016-10,GB,182
2016-11,GB,270
2016-12,GB,226
2017-01,GB,194
2017-02,GB,402
2017-03,GB,256
2017-04,GB,355
2017-05,GB,383
2017-06,GB,354
2017-07,GB,182
2017-08,GB,154
2017-09,GB,125
2017-10,GB,44
2017-11,GB,43
2017-12,GB,149
2018-01,GB,50
2018-02,GB,73
2018-03,GB,11
2018-04,GB,44
2018-05,GB,69
2018-06,GB,54
2018-07,GB,35
2018-08,GB,14
2018-09,GB,31
2018-10,GB,10
2018-11,GB,25
2018-12,GB,32
2019-01,GB,20
2019-02,GB,10
2019-03,GB,35
2019-04,GB,0
2019-05,GB,11
2019-06,GB,32
2019-07,GB,0
2019-08,GB,0
2019-09,GB,0
2019-10,GB,14
2019-11,GB,0
2019-12,GB,20
2020-01,GB,0
2020-02,GB,23
2020-03,GB,10
2020-04,GB,0
2020-05,GB,0
2020-06,GB,0
2020-07,GB,0
2020-08,GB,0
2020-09,GB,0
2020-10,GB,23
2020-11,GB,0
2020-12,GB,0
2021-01,GB,12
2021-02,GB,0
2021-03,GB,0
2021-04,GB,0
2021-05,GB,0
2021-06,GB,34
2021-07,GB,0
2021-08,GB,0
2021-09,GB,0
2021-10,GB,0
2021-11,GB,0
2021-12,GB,11
2022-01,GB,0
2022-02,GB,0
2022-03,GB,10
2022-04,GB,10
2022-05,GB,10
2022-06,GB,0
2022-07,GB,0
2022-08,GB,0
2022-09,GB,98
2022-10,GB,34
2022-11,GB,37
2022-12,GB,0
2023-01,GB,0
2023-02,GB,0
2023-03,GB,0
2023-04,GB,0
2023-05,GB,0
2023-06,GB,14
2023-07,GB,0
2023-08,GB,0
2023-09,GB,0
2023-10,GB,0
2023-11,GB,16
2023-12,GB,0
2024-01,GB,11
2024-02,GB,0
2024-03,GB,0
2024-04,GB,0
2024-05,GB,12
2024-06,GB,0
2024-07,GB,12
2024-08,GB,37
2024-09,GB,0
2024-10,GB,10
2024-11,GB,21
2024-12,GB,15
2025-01,GB,28
2025-02,GB,0
2025-03,GB,0
2025-04,GB,0
2025-05,GB,138
2025-06,GB,91
2025-07,GB,0
2025-08,GB,0
2025-09,GB,0
2025-10,GB,0
2025-11,GB,85
2025-12,GB,0
2026-01,GB,0
2026-02,GB,0
2026-03,GB,0
2026-04,GB,0
2026-05,GB,10
2026-06,GB,0
2026-07,GB,0
2026-08,GB,0
2014-12,GE,0
2015-01,GE,0
2015-02,GE,0
2015-03,GE,0
2015-04,GE,0
2015-05,GE,0
2015-06,GE,0
2015-07,GE,0
2015-08,GE,0
2015-09,GE,0
2015-10,GE,0
2015-11,GE,0
2015-12,GE,0
2016-01,GE,16
2016-02,GE,0
2016-03,GE,0
2016-04,GE,0
2016-05,GE,0
2016-06,GE,0
2016-07,GE,0
2016-08,GE,0
2016-09,GE,0
2016-10,GE,0
2016-11,GE,0
2016-12,GE,0
2017-01,GE,0
2017-02,GE,0
2017-03,GE,0
2017-04,GE,0
2017-05,GE,0
2017-06,GE,0
2017-07,GE,0
2017-08,GE,0
2017-09,GE,0
2017-10,GE,0
2017-11,GE,0
2017-12,GE,0
2018-01,GE,0
2018-02,GE,0
2018-03,GE,0
2018-04,GE,0
2018-05,GE,0
2018-06,GE,0
2018-07,GE,0
2018-08,GE,0
2018-09,GE,0
2018-10,GE,0
2018-11,GE,0
2018-12,GE,0
2019-01,GE,0
2019-02,GE,0
2019-03,GE,0
2019-04,GE,0
2019-05,GE,0
2019-06,GE,0
2019-07,GE,0
2019-08,GE,0
2019-09,GE,0
2019-10,GE,0
2019-11,GE,0
2019-12,GE,0
2020-01,GE,0
2020-02,GE,0
2020-03,GE,0
2020-04,GE,0
2020-05,GE,0
2020-06,GE,0
2020-07,GE,0
2020-08,GE,0
2020-09,GE,0
2020-10,GE,0
2020-11,GE,0
2020-12,GE,0
2021-01,GE,0
2021-02,GE,0
2021-03,GE,0
2021-04,GE,0
2021-05,GE,0
2021-06,GE,0
2021-07,GE,0
2021-08,GE,0
2021-09,GE,0
2021-10,GE,0
2021-11,GE,0
2021-12,GE,0
2022-01,GE,0
2022-02,GE,0
2022-03,GE,0
2022-04,GE,0
2022-05,GE,0
2022-06,GE,0
2022-07,GE,0
2022-08,GE,0
2022-09,GE,0
2022-10,GE,0
2022-11,GE,0
2022-12,GE,0
2023-01,GE,0
2023-02,GE,0
2023-03,GE,0
2023-04,GE,0
2023-05,GE,0
2023-06,GE,0
2023-07,GE,0
2023-08,GE,0
2023-09,GE,0
2023-10,GE,0
2023-11,GE,0
2023-12,GE,0
2024-01,GE,0
2024-02,GE,0
2024-03,GE,0
2024-04,GE,0
2024-05,GE,0
2024-06,GE,0
2024-07,GE,0
2024-08,GE,0
2024-09,GE,0
2024-10,GE,0
2024-11,GE,0
2024-12,GE,0
2025-01,GE,0
2025-02,GE,0
2025-03,GE,0
2025-04,GE,0
2025-05,GE,0
2025-06,GE,0
2025-07,GE,0
2025-08,GE,0
2025-09,GE,0
2025-10,GE,0
2025-11,GE,0
2025-12,GE,0
2026-01,GE,0
2026-02,GE,0
2026-03,GE,0
2026-04,GE,0
2026-05,GE,0
2026-06,GE,0
2026-07,GE,0
2026-08,GE,0
2014-12,GP,0
2015-01,GP,0
2015-02,GP,0
2015-03,GP,0
2015-04,GP,0
2015-05,GP,0
2015-06,GP,0
2015-07,GP,0
2015-08,GP,0
2015-09,GP,0
2015-10,GP,0
2015-11,GP,0
2015-12,GP,0
2016-01,GP,0
2016-02,GP,0
2016-03,GP,0
2016-04,GP,0
2016-05,GP,0
2016-06,GP,0
2016-07,GP,0
2016-08,GP,0
2016-09,GP,0
2016-10,GP,12
2016-11,GP,0
2016-12,GP,0
2017-01,GP,0
2017-02,GP,0
2017-03,GP,0
2017-04,GP,0
2017-05,GP,0
2017-06,GP,0
2017-07,GP,0
2017-08,GP,0
2017-09,GP,10
2017-10,GP,0
2017-11,GP,0
2017-12,GP,0
2018-01,GP,0
2018-02,GP,0
2018-03,GP,0
2018-04,GP,0
2018-05,GP,0
2018-06,GP,0
2018-07,GP,0
2018-08,GP,0
2018-09,GP,0
2018-10,GP,0
2018-11,GP,0
2018-12,GP,0
2019-01,GP,0
2019-02,GP,0
2019-03,GP,0
2019-04,GP,0
2019-05,GP,0
2019-06,GP,0
2019-07,GP,0
2019-08,GP,0
2019-09,GP,0
2019-10,GP,0
2019-11,GP,0
2019-12,GP,0
2020-01,GP,0
2020-02,GP,0
2020-03,GP,0
2020-04,GP,0
2020-05,GP,0
2020-06,GP,0
2020-07,GP,0
2020-08,GP,0
2020-09,GP,0
2020-10,GP,0
2020-11,GP,0
2020-12,GP,0
2021-01,GP,0
2021-02,GP,0
2021-03,GP,0
2021-04,GP,0
2021-05,GP,0
2021-06,GP,0
2021-07,GP,0
2021-08,GP,0
2021-09,GP,0
2021-10,GP,0
2021-11,GP,0
2021-12,GP,0
2022-01,GP,0
2022-02,GP,0
2022-03,GP,0
2022-04,GP,0
2022-05,GP,0
2022-06,GP,0
2022-07,GP,0
2022-08,GP,0
2022-09,GP,0
2022-10,GP,0
2022-11,GP,0
2022-12,GP,0
2023-01,GP,0
2023-02,GP,0
2023-03,GP,0
2023-04,GP,0
2023-05,GP,0
2023-06,GP,0
2023-07,GP,0
2023-08,GP,0
2023-09,GP,0
2023-10,GP,0
2023-11,GP,0
2023-12,GP,0
2024-01,GP,0
2024-02,GP,0
2024-03,GP,0
2024-04,GP,0
2024-05,GP,0
2024-06,GP,0
2024-07,GP,0
2024-08,GP,0
2024-09,GP,0
2024-10,GP,0
2024-11,GP,0
2024-12,GP,0
2025-01,GP,0
2025-02,GP,0
2025-03,GP,0
2025-04,GP,0
2025-05,GP,0
2025-06,GP,0
2025-07,GP,0
2025-08,GP,0
2025-09,GP,0
2025-10,GP,0
2025-11,GP,0
2025-12,GP,0
2026-01,GP,0
2026-02,GP,0
2026-03,GP,0
2026-04,GP,0
2026-05,GP,0
2026-06,GP,0
2026-07,GP,0
2026-08,GP,0
2014-12,GR,0
2015-01,GR,0
2015-02,GR,0
2015-03,GR,0
2015-04,GR,0
2015-05,GR,0
2015-06,GR,0
2015-07,GR,0
2015-08,GR,0
2015-09,GR,0
2015-10,GR,0
2015-11,GR,0
2015-12,GR,0
2016-01,GR,0
2016-02,GR,0
2016-03,GR,0
2016-04,GR,0
2016-05,GR,0
2016-06,GR,10
2016-07,GR,0
2016-08,GR,0
2016-09,GR,0
2016-10,GR,0
2016-11,GR,0
2016-12,GR,0
2017-01,GR,0
2017-02,GR,0
2017-03,GR,0
2017-04,GR,0
2017-05,GR,10
2017-06,GR,0
2017-07,GR,0
2017-08,GR,0
2017-09,GR,0
2017-10,GR,0
2017-11,GR,0
2017-12,GR,0
2018-01,GR,0
2018-02,GR,0
2018-03,GR,0
2018-04,GR,0
2018-05,GR,0
2018-06,GR,0
2018-07,GR,0
2018-08,GR,0
2018-09,GR,0
2018-10,GR,0
2018-11,GR,0
2018-12,GR,0
2019-01,GR,0
2019-02,GR,0
2019-03,GR,0
2019-04,GR,0
2019-05,GR,0
2019-06,GR,0
2019-07,GR,0
2019-08,GR,0
2019-09,GR,19
2019-10,GR,23
2019-11,GR,27
2019-12,GR,0
2020-01,GR,0
2020-02,GR,0
2020-03,GR,13
2020-04,GR,0
2020-05,GR,0
2020-06,GR,0
2020-07,GR,0
2020-08,GR,0
2020-09,GR,0
2020-10,GR,0
2020-11,GR,0
2020-12,GR,0
2021-01,GR,0
2021-02,GR,0
2021-03,GR,0
2021-04,GR,0
2021-05,GR,0
2021-06,GR,0
2021-07,GR,0
2021-08,GR,0
2021-09,GR,0
2021-10,GR,0
2021-11,GR,0
2021-12,GR,0
2022-01,GR,0
2022-02,GR,0
2022-03,GR,0
2022-04,GR,0
2022-05,GR,25
2022-06,GR,0
2022-07,GR,0
2022-08,GR,0
2022-09,GR,0
2022-10,GR,0
2022-11,GR,0
2022-12,GR,0
2023-01,GR,0
2023-02,GR,0
